0	1	2
3.A.3.1.1	"Na+-, K+-ATPase (Na+ efflux; K+ uptake).  Kinetic alterations due to a missense mutation in the alpha2 subunit cause familial hemiplegic migraine type 2 (Segall et al. 2004). Mutation in the γ-subunit causes renal hypomagnesemia, associated with hypocalciurea (Cairo et al., 2008). The Na/K-ATPase is an important signal transducer that not only interacts and regulates protein kinases, but also functions as a scaffold (Li and Xie, 2009). Capsazepine, a synthetic vanilloid, converts the Na, K-ATPase to a Na-ATPase (Mahmmoud, 2008a). There are alternative α- and β-subunits, α1, α2,... β1, β2,... in muscle which form α1β1, α1β2, α2β1 and α2β2, heterodimers, each with differing Na+ affinities (4-13mM) (Kristensen and Juel, 2010). α3 and β3 isoforms have also been identified. The γ-subunit is the same as TC# 1.A.27.2.1. Poulsen et al. (2010) have proposed a second ion conduction pathway in the C-terminal part of the ATPase. The two C-terminal tyrosines stabilize the occluded Na/K pump conformations containing Na or K ions (Vedovato and Gadsby, 2010). Na+, K+-ATPase mutations causing familial hemiplegic migraines type 2 (FHM2) inhibit phosphorylation (Schack et al., 2012). Salt, the vascular Na+/K+ ATPase and the endogenous glycosides, ouabain and marinobufagenin, play roles in systemic hypertension (Hauck and Frishman, 2012). Protein kinase A (PKA) phosphorylation of Ser936 (in the intracellular loop between
transmembrane segments M8 and M9) opens an intracellular C-terminal water pathway leading to the third Na+-binding site (Poulsen et al., 2012). PKA-mediated phosphorylation regulates activity in vivo. Ser-938 is located (Einholm et al. 2016). E960 on the Na+-K+-ATPase and F28 on phospholemman (PLM) are critical for phospholemman (PLM) inhibition, but there is at least one additional site that is important for tethering PLM to the ATPase. Mutations in the Na+/K+-ATPase α3 subunit gene (ATP1A3) cause rapid-onset dystonia-parkinsonism, a rare movement disorder characterized by sudden onset of dystonic spasms and slow movements (Doğanli et al. 2013).  The 3-d strcuture of the Na+-bound Na+,K+-ATPase at 4.3 Å resolution reveals the positions of the three Na+ ions (Nyblom et al. 2013).  Mutations cause adrenal hypertension (Kopec et al. 2014) as well as alternating hemiplegia of childhood (AHC) and rapid-onset dystonia-
parkinsonism (RDP) (Rosewich et al. 2014).  Differences in the structures of the ouabain-, digonxin- and bufalin-bound enzyme have been reported (Laursen et al. 2015).  ATPase inhibitors have been shown to be effective anti-cancer agents (Alevizopoulos et al. 2014). Cys45 in the β-subunit can be glutathionylated, regulating the activity of the enzyme (Garcia et al. 2015). ATP1A2 mutations play a role in migraine headaches (Friedrich et al. 2016). The beta2 subunit is
essential for motor physiology in mammals, and in contrast to beta1 and beta3, beta2
stabilizes the Na+-occluded E1P state relative to the outward-open E2P state (Hilbers et al. 2016). Numerous transcription factors, hormones, growth factors, lipids, and 
extracellular stimuli as well as epigenetic signals modulate the transcription of Na,K-ATPase 
subunits (Li and Langhans 2015). Čechová et al. 2016 have identified two cytoplasmic pathways along the pairs of TMSs, TMS3/TMS7 or TM6S/TMS9 that allow hydration of the cation binding sites or transport of cations from/to the bulk medium. Dissipation of the transmembrane gradient of K+ and Na+ due to ouabain inhibition increases Ptgs2 and Nr4a1 transcription by increasing Ca2+ influx through L-type Ca2+ channels that, in turn, leads to CaMKII-mediated phosphorylation of CREB and calcineurin-mediated dephosphorylation of NFAT, respectively (Smolyaninova et al. 2017). ZMay play a role in the development of gastric adenocarcinomas (Wang et al. 2017). Mutations F785L and T618M give rise to familial rapid onset dystonia parkonsonism by distinct mechanisms (Rodacker et al. 2006). Reacts with methylglyoxal to inhibit its activity (Svrckova et al. 2017).  Accumulation of beta-amyloid (Abeta) at the early stages of Alzheimer's disease is accompanied by reduction of Na,K-ATPase functional activity. Petrushanko et al. 2016 showed that monomeric Abeta(1-42) forms a tight (Kd of 3 mμM), enthalpy-driven equimolar complex with alpha1beta1 Na,K-ATPase. Complex formation results in dose-dependent inhibition of the enzyme hydrolytic activity. The binding site of Abeta(1-42) is localized in the ""gap"" between the α- and β-subunits of Na,K-ATPase, disrupting the enzyme functionality by preventing the subunits from shifting towards each other. Interaction of Na,K-ATPase with exogenous Abeta(1-42) leads to a pronounced decrease of the enzyme transport and hydrolytic activities and Src-kinase activation in neuroblastoma cells SH-SY5Y. This interaction allows regulation of Na,K-ATPase activity by short-term increases in the Abeta(1-42) level (Petrushanko et al. 2016). Two distinct phospholipids bind to two distinct sites on the ATPase, affecting activity and stability (Habeck et al. 2017). Five cysteinyl residues (C452, C456, C457, C577, and C656) serve as the cisplatin binding sites on the cytoplasmic loop connecting transmembrane helices 4 and 5 (Šeflová et al. 2018). Mutations can cause F/SHM with moderate penitrance (Prontera et al. 2018).  Arginine substitution of a cysteine in transmembrane helix M8 converts the Na+,K+-ATPase to an electroneutral pump similar to the gastric H+,K+-ATPase (Holm et al. 2017). Early onset life-threatening epilepsy can be associated with ATP1A3 gene variants (Ishihara et al. 2019), and loss of Na/K pump function is the common feature of mutants that induce hyperaldosteronism (Meyer et al. 2019). Three Na+ sites are defined in the Na+-bound crystal structure of the Na+, K+-ATPase. Sites I and II overlap with two K+ sites in the K+-bound structure, whereas site III is unique and Na+ specific. A glutamine in transmembrane helix M8 (Q925) appears from the crystal structures to coordinate Na+ at site III, but does not contribute to K+ coordination at sites I and II. Nielsen et al. 2019 addressed the functional role of Q925 in the various conformational states of this-ATPase by examining the mutants Q925A/G/E/N/L/I/Y both enzymatically and electrophysiologically, thereby revealing their Na+ and K+ binding properties. Q925 substitutions had minor effects on Na+ binding from the intracellular side of the membrane, but mutations Q925A and Q925G increased the apparent Na+ affinity, but caused dramatic reductions of the binding of K+ as well as Na+ from the extracellular side of the membrane. Thus, an interaction between sites III and I and a possible gating function of Q925 in the release of Na+ at the extracellular side are supported (Nielsen et al. 2019). The alpha2 Na+/K+-ATPase isoform mediates LPS-induced neuroinflammation (Leite et al. 2020). Apical periodontitis induces changes on oxidative stress parameters and increases Na+/K+-ATPase activity in adult rats (Barcelos et al. 2020). Familial hemiplegic migraine type 2 can be due to a missense mutation (L425H) in ATP1A2 (Antonaci et al. 2021). Mutations in ATP1A3 and FXYD genes (TC# 1.A.27) can cause childhood-onset schizophrenia (Chaumette et al. 2020). The ATPase plays a role in cell adhesion, motility, and migration of cancer cells (Silva et al. 2021). TMS2 moves outward as Na+ is deoccluded from the E1 conformation (Young and Artigas 2021). Kinetic properties and crystal structures of the Na+,K+-ATPase in complex with cardiotonic steroids (CTS) has revealed differences between CTS subfamilies. Ladefoged et al. 2021 found beneficial effects of K+ on bufadienolide binding in contrast to the well-known antagonism between K+ and cardenolides. Bufadienolide binding is affected by (i) electrostatic attraction of the lactone ring by a cation and (ii) the ability of a cation to stabilize and ""shape"" the site constituted by transmembrane helices of the alpha-subunit (αM1-6). The latter effect was due to varying coordination patterns involving amino acid residues from helix bundles αM1-4 and αM5-10. Substituents on the steroid core of a bufadienolide add to and modify the cation effects (Ladefoged et al. 2021). The Na+-K+-ATPase functions in the developing hippocampus (Shao et al. 2021). CryoEM analyses of the Na+,K+-ATPase in the two E2P states with and without cardiotonic steroids has revealed mechanistic details (Kanai et al. 2022). A conserved ion-binding site tyrosine plays a role in ion selectivity of the Na+/K+ pump (Spontarelli et al. 2022). Essential roles of the Na+K+-ATPase in ischemic pathology provide a platform for the improvement in clinical research on ischemic stroke (Zhu et al. 2022). In intact live cells, the regulatory complex is composed of two alpha subunits associated with two beta subunits, decorated with two PLM regulatory subunits. Docking and molecular dynamics (MD) simulations generated a structural model of the complex. alpha-alpha subunit interactions support conformational coupling of the catalytic subunits, which may enhance the NKA turnover rate (Seflova et al. 2022). There is a phenotypic continuum of ATP1A3-related disorders (Vezyroglou et al. 2022). The Na+/K+-ATPase is central to the pathogenesis of neurological diseases such as alternating hemiplegia of childhood. This ATPase has 3 distinct ion binding sites I-III. Binding of Na+ at each site in the human alpha3 Na+/K+-ATPase can be resolved using extracellular Na+-mediated transient currents. When the ATPase is constrained to bind and release only Na+, three kinetic components: fast, medium, and slow, can be isolated, depending on the voltage step direction and the occlusion (or deocclusion) of each of the 3 Na+s. Patient-derived mutations of residues which coordinate Na+ at site III exclusively impact the slow component, demonstrating that site III is crucial for deocclusion and release of the first Na+ into the extracellular milieu (Moreno et al. 2022). The opening of ion channels in cardiomyocytes is regulated by the surface electric double layer of the cell membrane as revealed by studies with digoxin (Zhou et al. 2022). The effects of H2O2 on cys residues and other targets in the Na,K-ATPase have been discussed (Chkadua et al. 2022). The influence of the Na+/K+-ATPase on neurodegenerative diseases has been reviewed (Zhang et al. 2022). The presence of two oppositely directed transmembrane ion gradients (for Na+ and K+) is important for robust stabilization of cellular volume in human erythrocytes (Ataullakhanov et al. 2022).  This ATPase plays important roles in neurodegenerative diseases (Zhang et al. 2022). Na/K-ATPase signaling tonically inhibits sodium reabsorption in the renal proximal tubule (Mukherji et al. 2023). Hypoxic stress-dependent regulation of Na,K-ATPase in ischemic heart disease has been reviewed (Baloglu 2023).  Chronic testosterone deficiency increases late inward sodium current and promotes triggered activity in ventricular myocytes from aging male mice (Banga et al. 2023). Three dynamic lipid interaction sites in the plasma membrane Na+,K+-ATPase influence activity of the transporter (Mahato and Andersson 2023). Interaction of pumps and transporters positioned at distant biological 
membranes with various forms of energy transfer between them may result in hypoxic/reperfusion injury, different kinds of muscle fatigue,
 and nerve-glia interactions (Dimitrov 2023). Marinobufagenin (MBG) is a member of the bufadienolide family of 
compounds, which are natural cardiac glycosides found in a variety of 
animal species, including man, which have different physiological and 
biochemical functions but have a common action on the inhibition of the Na+/K+-ATPase. MBG acts
 as an endogenous cardiotonic steroid, and in the last decade, its role 
as a pathogenic factor in various human diseases has emerged (Carullo et al. 2023).  A malfunctioning gene product is required for disease induction by ATP1A1 variants and that if a pathology is associated with protein-null variants, they may display low penetrance or high age of onset (Spontarelli et al. 2023). The Na,K-ATPase is a murzyme, facilitating thermodynamic equilibriums at the membrane-interface (Manoj et al. 2023).  The Na+K+-ATPase is present in boar sperm HPM, and it changes during capacitation (Awda et al. 2023). Clinical features of CAPOS syndrome are caused by maternal ATP1A3 gene variation (Gao et al. 2024).Inositol hexakisphosphate kinase 1 (IP6K1), governs the degradation of Na+/K+-ATPase via an autoinhibitory domain of PI3K p85α (Jin et al. 2024).  Two lysines in the transmembrane segments contribute to generate a pump with reduced stoichiometry (2 K+/1 Na+), allowing Artemia to maintain steeper Na+ gradients in hypersaline environments (Artigas et al. 2023)."	Animals
3.A.3.1.10	Putative archaeal Na+, K+  ATPase, Mac8 (encoded with methylcobalamin: coenzyme M methyltransferase; methanol-specific, a metal chaparone protein and an electron transfer protein) (Chan et al., 2010).	Archaea
3.A.3.1.11	Na+,K+-ATPase α2 subunit, ATP1a2a or ATPA2A. Deficiency causes brain ventricle dilation and embryonic motility in zebra fish. Is essential for skeletal and heart muscle function (Doganli et al. 2012).	Animals
3.A.3.1.12	Na+,K+-ATPase subunits α (837 aas) and β (302 aas) of the blood fluke ().	Animals (Platyhelminthes)
3.A.3.1.13	"H+/K+-ATPase, ATP12A or ATP1AL1 of 1039 aas and 10 TMSs in a 2 + 2 + 6 TMS arrangement.  It plays a role in myocardial relaxation (Knez et al. 2014), but also functions in airway surface liquid acidification which impaires airway host defenses in cells lacking or compromised for CFTR (TC# 3.A.1.202.1) (Shah et al. 2016). This non-gastric H+/K+ ATPase (ATP12A) is expressed in mammalian spermatozoa (Favia et al. 2022) and may be sodium ion sensitive (Abe et al. 2023). Its cryoEM structures are known, and the mechanism has been explained (Abe et al. 2023), providing insight into the molecular mechanism of the E2-E1 transition and cooperative Na+-binding in the NKA and other related cation pumps.
    ."	Animals
3.A.3.1.14	"Na+/K+-ATPase of 1227 aas and 10 TMSs. Involved in cell signaling, volume regulation, and
maintenance of electrochemical gradients (Morrill et al. 2016)."	ATPase of Paramecium tetraurelia
3.A.3.1.15	Silkworm nerve Na+,K+-ATPase, α-subunit of 1009 aas and 10 TMSs (77% identical to the human ortholog). and the β-subunit of 326 aas and 1 TMS (30% identical to the human homolog). This ATPase, in contrast to mamalian ATPases, has high affinity for K+, but low affinity for Na+, suggesting that the β-subunit is responsible for the difference in Na+ affinity (Homareda et al. 2017).	Na+,K+-ATPase of Bombyx mori (domestic silkworm)
3.A.3.1.16	ATPase, Na+/K+ transporting subunit alpha 4, ATP1A4, of 1029 aas and 10 TMSs.  Alternatively spliced transcript variants, encoding different isoforms, have been identified. ATP1A4 is exclusively expressed in germ cells and sperm and is essential for male fertility as it interacts with signaling molecules in both raft and non-raft fractions of the sperm plasma membrane to regulate capacitation-associated signaling, hyperactivation, sperm-oocyte interactions, and activation. ATP1A4 activity and expression increase during capacitation, challenging the widely accepted dogma of sperm translational quiescence (Tiwari et al. 2022).	ATP1A4 of Homo sapiens
3.A.3.1.2	"H+-, K+-ATPase (gastric; H+ efflux; K+ uptake). Two H3O+ may be transported per ATP hydrolyzed.  Howeve, a cryo-electron microscope structure suggests that 1 H+ and 1 K+ are transporter per ATP hydrolyzed, providing the energy needed to generate the one million fold H+ concentration gradient effected by this enzyme (Abe et al. 2012).  The detailed mechanism has been discussed, and the roles of essential residues have been proposed (Shin et al. 2011).  A number of inhibitors of acid secretion have been identified, and these are of pharmacological importance (Shin et al. 2011). The catalytic alpha subunit has ten
transmembrane segments with a cluster of intramembranal carboxylic amino acids located in the middle
of TMSs 4, 5, 6 and 8. The beta subunit has one TMS with the N terminus in the cytoplasm. The
extracellular domain of the beta subunit contains six or seven N-linked glycosylation sites.
N-glycosylation is important for enzyme assembly, maturation and sorting (Shin et al. 2009). The cryo-EM structure with bound BYK99, a high-affinity member of K+-competitive, imidazo[1,2-a]pyridine inhibitors, has been solved (Abe et al. 2017)."	Animals
3.A.3.1.3	Na+-ATPase	Marine algae
3.A.3.1.4	Non-gastric H+-, K+- or NH4+-ATPase (Swarts et al., 2005; Worrell et al., 2008)	Animals
3.A.3.1.5	Putative spirochete Na+, K+-ATPase, Lbi6 (1046 aas) (K. Hak & M.H. Saier)	Bacteria
3.A.3.1.6	Spiny dogfish Na+,K+-ATPase (3-d structure solved at 2.4 Å resolution, Shinoda et al., 2009). The α-subunit is 88% identical to the human Na+,K+ ATPase (TC# 3.A.3.1.1).	Animals
3.A.3.1.7	H+/K+-ATPase α-subunit (1534aas) (Ramos et al., 2011)	Fungi
3.A.3.1.8	Putative Na+/K+-ATPase, Mhun_0636 (encoded in an operon with two half sized TrkA homologues, Mhun_0637 and Mhun_0638, that together may regulate the ATPase)	Archaea
3.A.3.1.9	Ouabain-insensitive K+-independent Na+-ATPase ɑ-subunit, AtnA; very similar to the human ɑ-1 chain of the Na+,K+-ATPase (3.A.3.1.1) (Rocafull et al., 2011).	Animals
TC#	Name	Organismal Type
3.A.3.10.1	P-type ATPase 13a1 of 1193 aas	Plants
3.A.3.10.10	Putative Mn2+-exporting P-type ATPase of 1343 aas.	Stramenopiles
3.A.3.10.11	This protein was reviously designated the functionally uncharacterized P-type ATPase 16 (FUPA16)  (Thever and Saier 2009).  Probable manganese exporter by similarity.	Alveolata (ciliates)
3.A.3.10.12	P-type ATPase with N-terminal MACPF domain (TC# 1.C.39) of 1982 aas	Ciliates
3.A.3.10.13	This protein was previously designated the functionally uncharacterized P-type ATPase 17 (FUPA17) (Thever and Saier 2009), but it has been shown to be a Ca2+/Mn2+-exporting ATPase designated Cation-transporting ATPase 5 (Cta5 or ATP13A2) (Furune et al. 2008).	Yeast
3.A.3.10.14	This protein was previously designated the functionally uncharacterized P-type ATPase 18 (FUPA18 of 1491 aas) (Thever and Saier 2009).  It may be a Mn2+-ATPase (by similarity).	Alveolata
3.A.3.10.15	This protein was previously designated the functionally uncharacterized P-type ATPase 19 (FUPA19 of 1807 aas) (Thever and Saier 2009).  The unusually large size and number of TMSs is unique to this protein.  Whether this is a consequence of an artifact of sequencing is not known.  It may be a Mn2+-ATPase (by similarity).	Alveolata
3.A.3.10.16	This protein was previously designated the functionally uncharacterized P-type ATPase 20 (FUPA20) (Thever and Saier 2009).  It may be a Mn2+-exporting ATPase (by similarity).	Alveolata (ciliates)
3.A.3.10.17	This protein was previously designated the functionally uncharacterized P-type ATPase 21 (FUPA21 of 1372 aas) (Thever and Saier 2009).  It may be a Mn2+-ATPase (by similarity).	Protozoan
3.A.3.10.18	This protein was previously designated the functionally uncharacterized P-type ATPase 22 (FUPA22 of 1212-2393 aas) (Thever and Saier 2009).  It may be a Mn2+-exporting ATPase (by similarity).	Alveolata
3.A.3.10.19	"Mn2+-exporting ATPase, ATP13A1 of 1204 aas.  Defects cause Mn2+-dependent neurological disorders.  Orthologous to the yeast Mn2+-ATPase, Spf1 (Cohen et al. 2013). It is present in the endoplasmic reticulum while the other P5 ATPases, A2 - A5, are in overlapping compartments of the endosomal system (Sørensen et al. 2018). It complements the yeast ER ATPase, SPF1 (TC#3.A.3.10.3) although ATP13A2 - 5 do not, and unlike these latter proteins, it seems to have 12 (rather than 10) TMSs, with the two extra ones in an N-terminal domain (Sørensen et al. 2018).  ATP13A1 (Spf1 in yeast) directly interacts with the TMSs of mitochondrial tail-anchored proteins (McKenna et al. 2020). P5A-ATPase mediates the extraction of mistargeted proteins from the endoplasmic reticulum (ER). Cryo-electron microscopy structures of Saccharomyces cerevisiae Spf1 (TC# 3.A.3.10.3) revealed a large, membrane-accessible substrate-binding pocket that alternately faced the ER lumen and cytosol and an endogenous substrate resembling an alpha-helical TMS. Thus, the P5A-ATPase can dislocate misinserted hydrophobic helices flanked by short basic segments from the ER. TMS dislocation by the P5A-ATPase establishes an additional class of P-type ATPase substrates and may correct mistakes in protein targeting or topogenesis (McKenna et al. 2020). It has been designated as a transmembrane islocase (Dederer and Lemberg 2021). It was initially thought to mediate manganese transport (Cohen et al. 2013). However,
 it was later shown to specifically bind moderately hydrophobic TMSs with short hydrophilic lumenal domains that misinsert into
 the endoplasmic reticulum (McKenna et al. 2020). The P5A-ATPase extracts mistargeted or mis-inserted TMSs from the ER membrane for protein quality control, while the P5B-ATPases mediate export of polyamines from late endo-/lysosomes into the cytosol (Sim and Park 2023). ATP13A1 prevents ERAD of folding-competent mislocalized and misoriented proteins (McKenna et al. 2022). Thus, the P5A-ATPase ATP13A1 prevents the accumulation of mislocalized and misoriented proteins, which are eliminated by different ER-associated degradation (ERAD) pathways in mammalian cells. Without ATP13A1, mitochondrial tail-anchored proteins mislocalize to the ER through the ER membrane protein complex and are cleaved by signal peptide peptidase for ERAD. ATP13A1 also facilitates the topogenesis of a subset of proteins with an N-terminal TMS or a signal sequence that should insert into the ER membrane with a cytosolic N terminus. Without ATP13A1, such proteins accumulate in the wrong orientation and are targeted for ERAD by distinct ubiquitin ligases. Thus, ATP13A1 prevents ERAD of diverse proteins capable of proper folding (McKenna et al. 2022)."	Animals
